Marital_status,Application_mode,Application_order,Course,Daytime_evening_attendance,Previous_qualification,Previous_qualification_grade,Nacionality,Mothers_qualification,Fathers_qualification,Mothers_occupation,Fathers_occupation,Admission_grade,Displaced,Educational_special_needs,Debtor,Tuition_fees_up_to_date,Gender,Scholarship_holder,Age_at_enrollment,International,Curricular_units_1st_sem_credited,Curricular_units_1st_sem_enrolled,Curricular_units_1st_sem_evaluations,Curricular_units_1st_sem_approved,Curricular_units_1st_sem_grade,Curricular_units_1st_sem_without_evaluations,Curricular_units_2nd_sem_credited,Curricular_units_2nd_sem_enrolled,Curricular_units_2nd_sem_evaluations,Curricular_units_2nd_sem_approved,Curricular_units_2nd_sem_grade,Curricular_units_2nd_sem_without_evaluations,Unemployment_rate,Inflation_rate,GDP,Status
Single,2nd_phase_GC,5,Tourism,daytime,2nd_Edu,130.0,Portuguese,Basic_Edu_1st_Cyc_or_Eq,Basic_Edu_2nd_Cyc_or_Eq,Unskilled Workers,Unskilled Workers,122.7,Yes,No,Yes,Yes,Male,Yes,20,No,0,6,7,0,0.0,0,0,6,6,0,0.0,0,8.9,1.4,3.51,1
Married,>23y.o,1,Mgmt_evening_eve_AA,evening,2nd_Edu,121.0,Portuguese,Basic_Edu_1st_Cyc_or_Eq,Basic_Edu_3rd_cyc_or_Eq,Unskilled Workers,Unskilled Workers,141.4,No,No,Yes,No,Male,No,29,No,0,5,7,4,11.25,0,0,5,8,4,11.8,0,10.8,1.4,1.74,1
Single,>23y.o,1,Equinculture,daytime,Basic_Edu_3rd_Cyc_or_Eq,133.1,Portuguese,Basic_Edu_1st_Cyc_or_Eq,Basic_Edu_1st_Cyc_or_Eq,Unskilled Workers,Armed Forces Professions,156.4,Yes,No,Yes,Yes,Male,No,44,No,0,6,9,5,11.571428571428571,0,0,6,11,0,0.0,0,13.9,-0.3,0.79,1
Single,change_of_Crs,1,Communic_Des,daytime,2nd_Edu,125.0,Portuguese,Basic_Edu_2nd_Cyc_or_Eq,Basic_Edu_1st_Cyc_or_Eq,Installation and Machine Operators and Assembly Workers,"Skilled Workers in Industry, Construction and Craftsmen",131.7,Yes,No,No,Yes,Male,No,20,No,3,6,6,4,12.75,0,3,9,12,3,12.666666666666666,0,12.4,0.5,1.79,1
Married,>23y.o,2,Mgmt,daytime,2nd_Edu,120.0,Portuguese,Basic_Edu_1st_Cyc_or_Eq,Basic_Edu_1st_Cyc_or_Eq,Unskilled Workers,Unskilled Workers,104.7,Yes,No,No,Yes,Male,No,36,No,0,4,4,0,0.0,0,0,5,9,0,0.0,0,10.8,1.4,1.74,1
Married,>23y.o,1,Veterinary_Nursing,daytime,Basic_Edu_3rd_Cyc_or_Eq,110.0,Portuguese,Basic_Edu_1st_Cyc_or_Eq,Basic_Edu_1st_Cyc_or_Eq,Other Situation,Other Situation,110.0,No,No,No,No,Male,No,29,No,0,5,5,0,0.0,0,0,5,5,0,0.0,0,12.7,3.7,-1.7,1
Single,1st_Ph_GC,1,Adver_Mktg_Mgmt,daytime,2nd_Edu,120.0,Portuguese,2nd_Edu_12th_yr_of_Sch_or_Eq,2nd_Edu_12th_yr_of_Sch_or_Eq,Unskilled Workers,Unskilled Workers,129.1,Yes,No,No,Yes,Male,No,18,No,0,6,6,4,11.25,0,0,6,10,3,10.333333333333334,0,10.8,1.4,1.74,1
Single,>23y.o,1,Agronomy,daytime,2nd_Edu,133.1,Portuguese,2nd_Edu_12th_yr_of_Sch_or_Eq,2nd_Edu_12th_yr_of_Sch_or_Eq,"Representatives of the Legislative Power and Executive Bodies, Directors, Directors and Executive Managers","Farmers and Skilled Workers in Agriculture, Fisheries and Forestry",120.0,No,No,No,No,Male,No,24,No,0,6,0,0,0.0,0,0,6,0,0,0.0,0,13.9,-0.3,0.79,1
Single,1st_Ph_GC,1,Journalism_Communic,daytime,2nd_Edu,133.1,Portuguese,Degree,Basic_Edu_3rd_cyc_or_Eq,Specialists in Intellectual and Scientific Activities,"Personal Services, Security and Safety Workers and Sellers",127.0,No,No,No,Yes,Male,No,20,No,0,6,6,6,14.333333333333334,0,0,6,7,6,15.0,0,15.5,2.8,-4.06,0
Married,>23y.o,1,Social_Serv_eve_AA,evening,Basic_Edu_3rd_Cyc_or_Eq,133.1,Portuguese,Basic_Edu_3rd_Cyc_or_Eq,Basic_Edu_1st_Cyc_or_Eq,Unskilled Workers,Unskilled Workers,151.5,No,No,Yes,No,Male,No,45,No,0,6,7,0,0.0,0,0,5,5,0,0.0,0,16.2,0.3,-0.92,1
Single,change_of_Crs,2,Nursing,daytime,2nd_Edu,130.0,Portuguese,Basic_Edu_2nd_Cyc_or_Eq,Basic_Edu_1st_Cyc_or_Eq,Administrative staff,Administrative staff,126.8,Yes,No,No,Yes,Male,Yes,28,No,18,23,23,20,13.5,3,18,23,23,20,13.5,3,7.6,2.6,0.32,0
Single,1st_Ph_GC,1,Nursing,daytime,2nd_Edu,128.0,Portuguese,2nd_Edu_12th_yr_of_Sch_or_Eq,Basic_Edu_3rd_cyc_or_Eq,Administrative staff,"Skilled Workers in Industry, Construction and Craftsmen",125.6,Yes,No,No,Yes,Male,No,18,No,0,7,7,7,12.444285714285714,0,0,8,11,7,11.347142857142858,0,12.4,0.5,1.79,0
Single,1st_Ph_GC,2,Mgmt,daytime,2nd_Edu,140.0,Portuguese,Basic_Edu_3rd_Cyc_or_Eq,Basic_Edu_3rd_cyc_or_Eq,Unskilled Workers,Administrative staff,127.8,Yes,No,No,Yes,Male,No,23,No,0,5,7,3,10.666666666666666,1,0,5,7,3,11.333333333333334,0,9.4,-0.8,-3.12,1
Single,1st_Ph_GC,1,Communic_Des,daytime,2nd_Edu,140.0,Portuguese,Basic_Edu_3rd_Cyc_or_Eq,Basic_Edu_3rd_cyc_or_Eq,"Personal Services, Security and Safety Workers and Sellers","Personal Services, Security and Safety Workers and Sellers",131.3,No,No,No,Yes,Male,Yes,22,No,1,6,6,6,12.666666666666666,0,1,6,6,5,12.4,0,12.4,0.5,1.79,0
Single,>23y.o,1,Mgmt_evening_eve_AA,evening,Other/11th_yr_of_Sch,120.0,Portuguese,Basic_Edu_1st_Cyc_or_Eq,Basic_Edu_2nd_Cyc_or_Eq,"Personal Services, Security and Safety Workers and Sellers","Personal Services, Security and Safety Workers and Sellers",155.7,No,No,No,Yes,Male,No,33,No,0,5,5,5,13.2,0,0,5,6,5,14.833333333333334,0,10.8,1.4,1.74,0
Single,short_Cyc_diploma,1,Agronomy,daytime,Pro_higher_Technic_Crs,130.0,Portuguese,2nd_Edu_12th_yr_of_Sch_or_Eq,Basic_Edu_2nd_Cyc_or_Eq,Unskilled Workers,"Farmers and Skilled Workers in Agriculture, Fisheries and Forestry",128.5,No,No,No,Yes,Male,No,21,No,7,12,20,10,12.7,0,5,12,14,11,12.181818181818182,0,8.9,1.4,3.51,0
Married,>23y.o,1,Mgmt,daytime,2nd_Edu,100.0,Portuguese,Basic_Edu_1st_Cyc_or_Eq,Basic_Edu_1st_Cyc_or_Eq,Unskilled Workers,"Personal Services, Security and Safety Workers and Sellers",170.0,No,No,No,Yes,Male,No,45,No,0,5,6,5,14.833333333333334,0,0,5,5,5,14.8,0,15.5,2.8,-4.06,0
Married,>23y.o,1,Agronomy,daytime,2nd_Edu,133.1,Portuguese,Basic_Edu_1st_Cyc_or_Eq,Basic_Edu_1st_Cyc_or_Eq,Unskilled Workers,Unskilled Workers,100.0,No,No,No,No,Male,No,44,No,4,10,10,4,11.5,0,1,7,8,1,12.0,0,15.5,2.8,-4.06,1
Divorced,>23y.o,1,Adver_Mktg_Mgmt,daytime,2nd_Edu,110.0,Portuguese,Basic_Edu_3rd_Cyc_or_Eq,Basic_Edu_3rd_cyc_or_Eq,Other Situation,Blank,107.2,No,No,No,Yes,Male,No,42,No,0,6,0,0,0.0,0,0,6,0,0,0.0,0,12.7,3.7,-1.7,1
Single,3rd_Ph_GC,1,Mgmt,daytime,2nd_Edu,147.0,Portuguese,Basic_Edu_3rd_Cyc_or_Eq,2nd_Edu_12th_yr_of_Sch_or_Eq,Unskilled Workers,"Skilled Workers in Industry, Construction and Craftsmen",139.3,Yes,No,No,Yes,Male,No,20,No,0,5,0,0,0.0,0,0,5,0,0,0.0,0,12.4,0.5,1.79,1
Single,1st_Ph_GC,2,Tourism,daytime,2nd_Edu,137.0,Portuguese,2nd_Edu_12th_yr_of_Sch_or_Eq,Basic_Edu_2nd_Cyc_or_Eq,Specialists in Intellectual and Scientific Activities,Installation and Machine Operators and Assembly Workers,122.3,Yes,No,No,Yes,Male,Yes,20,No,0,6,7,6,14.714285714285714,0,0,6,6,6,12.5,0,8.9,1.4,3.51,0
Single,change_of_Inst/Crs,1,Social_Serv_eve_AA,evening,2nd_Edu,120.0,Portuguese,2nd_Edu_12th_yr_of_Sch_or_Eq,2nd_Edu_12th_yr_of_Sch_or_Eq,Administrative staff,Administrative staff,128.5,No,No,Yes,No,Male,No,26,No,2,8,13,4,10.5,0,5,10,16,7,10.428571428571429,0,12.4,0.5,1.79,1
Married,>23y.o,1,Agronomy,daytime,2nd_Edu,133.1,Portuguese,Basic_Edu_1st_Cyc_or_Eq,Basic_Edu_1st_Cyc_or_Eq,Installation and Machine Operators and Assembly Workers,"Skilled Workers in Industry, Construction and Craftsmen",150.0,No,No,No,Yes,Male,No,31,No,0,6,10,6,15.0,0,0,6,11,5,12.5,0,13.9,-0.3,0.79,0
Single,1st_Ph_GC,1,Journalism_Communic,daytime,2nd_Edu,142.0,Portuguese,2nd_Edu_12th_yr_of_Sch_or_Eq,Basic_Edu_3rd_cyc_or_Eq,Unskilled Workers,Unskilled Workers,136.1,No,No,Yes,Yes,Male,Yes,19,No,0,6,6,6,12.666666666666666,0,0,6,6,6,14.0,0,16.2,0.3,-0.92,0
Single,>23y.o,1,Journalism_Communic,daytime,Basic_Edu_3rd_Cyc_or_Eq,100.0,Portuguese,Basic_Edu_1st_Cyc_or_Eq,Basic_Edu_1st_Cyc_or_Eq,Student,Student,128.0,Yes,No,No,Yes,Male,No,28,No,0,6,7,6,13.166666666666666,0,0,6,6,6,13.666666666666666,0,7.6,2.6,0.32,0
Single,1st_Ph_GC,1,Animation_Multimed_Des,daytime,2nd_Edu,149.0,Portuguese,Basic_Edu_3rd_Cyc_or_Eq,Basic_Edu_1st_Cyc_or_Eq,Unskilled Workers,Unskilled Workers,158.1,Yes,No,No,Yes,Male,Yes,20,No,0,0,0,0,0.0,0,0,0,0,0,0.0,0,10.8,1.4,1.74,0
Married,1st_Ph_GC,2,Social_Serv_eve_AA,evening,2nd_Edu,110.0,Portuguese,Basic_Edu_1st_Cyc_or_Eq,2nd_Edu_12th_yr_of_Sch_or_Eq,Unskilled Workers,Armed Forces Professions,108.7,Yes,No,No,Yes,Female,No,43,No,0,6,6,6,13.0,0,0,6,6,6,12.5,0,9.4,-0.8,-3.12,0
Single,>23y.o,1,Animation_Multimed_Des,daytime,Basic_Edu_3rd_Cyc_or_Eq,133.1,Mexican,2nd_Edu_12th_yr_of_Sch_or_Eq,Basic_Edu_3rd_cyc_or_Eq,Specialists in Intellectual and Scientific Activities,"Skilled Workers in Industry, Construction and Craftsmen",110.0,No,No,No,Yes,Male,Yes,25,Yes,0,0,0,0,0.0,0,0,0,0,0,0.0,0,15.5,2.8,-4.06,1
Single,>23y.o,1,Social_Serv,daytime,Basic_Edu_3rd_Cyc_or_Eq,133.1,Portuguese,Basic_Edu_1st_Cyc_or_Eq,Basic_Edu_1st_Cyc_or_Eq,Unskilled Workers,Unskilled Workers,120.0,No,Yes,Yes,Yes,Female,No,40,No,0,6,13,2,10.0,0,0,6,10,1,15.0,0,16.2,0.3,-0.92,1
Single,tech_Spc_diploma,1,Veterinary_Nursing,daytime,Techno_Spc_Crs,150.0,Spanish,Doctorate,Masters,"Representatives of the Legislative Power and Executive Bodies, Directors, Directors and Executive Managers","Representatives of the Legislative Power and Executive Bodies, Directors, Directors and Executive Managers",150.0,No,No,No,Yes,Female,No,20,Yes,2,6,7,6,13.333333333333334,0,1,6,16,5,13.375,0,12.4,0.5,1.79,0
Married,>23y.o,1,Social_Serv_eve_AA,evening,Other/11th_yr_of_Sch,133.1,Portuguese,Basic_Edu_1st_Cyc_or_Eq,Basic_Edu_1st_Cyc_or_Eq,Unskilled Workers,"Representatives of the Legislative Power and Executive Bodies, Directors, Directors and Executive Managers",113.0,No,No,No,Yes,Female,No,46,No,0,6,13,3,12.333333333333334,0,0,6,6,6,13.333333333333334,0,11.1,0.6,2.02,0
Single,change_of_Inst/Crs,1,Biofuel_Prod_Techno,daytime,2nd_Edu,121.0,Portuguese,Basic_Edu_3rd_Cyc_or_Eq,Basic_Edu_1st_Cyc_or_Eq,"Personal Services, Security and Safety Workers and Sellers","Skilled Workers in Industry, Construction and Craftsmen",118.6,No,No,No,Yes,Female,No,26,No,14,21,23,20,13.181818181818182,0,10,14,18,14,11.642857142857142,0,8.9,1.4,3.51,0
Married,>23y.o,1,Nursing,daytime,2nd_Edu,133.1,Portuguese,Degree,2nd_Edu_12th_yr_of_Sch_or_Eq,"Personal Services, Security and Safety Workers and Sellers","Personal Services, Security and Safety Workers and Sellers",148.8,No,No,No,Yes,Female,Yes,34,No,0,7,7,6,12.513333333333334,0,0,8,9,7,13.071428571428571,0,12.4,0.5,1.79,0
Single,3rd_Ph_GC,3,Basic_Edu,daytime,2nd_Edu,122.0,Portuguese,Basic_Edu_2nd_Cyc_or_Eq,Basic_Edu_1st_Cyc_or_Eq,Unskilled Workers,"Personal Services, Security and Safety Workers and Sellers",120.3,Yes,No,No,Yes,Female,No,19,No,0,6,0,0,0.0,0,0,6,0,0,0.0,0,10.8,1.4,1.74,1
Single,1st_Ph_GC,6,Nursing,daytime,2nd_Edu,143.0,Portuguese,Basic_Edu_3rd_Cyc_or_Eq,Basic_Edu_3rd_cyc_or_Eq,Unskilled Workers,Unskilled Workers,127.0,Yes,No,No,Yes,Female,Yes,18,No,0,8,8,7,13.585714285714284,0,0,8,8,7,13.585714285714284,0,12.7,3.7,-1.7,0
Single,1st_Ph_GC,1,Oral_Hygiene,daytime,2nd_Edu,123.0,Portuguese,Basic_Edu_3rd_Cyc_or_Eq,Basic_Edu_3rd_cyc_or_Eq,Administrative staff,Unskilled Workers,113.8,Yes,No,No,Yes,Female,No,18,No,0,7,9,7,11.155555555555557,0,0,8,10,8,11.425,0,12.7,3.7,-1.7,0
Single,>23y.o,1,Social_Serv_eve_AA,evening,2nd_Edu,120.0,Portuguese,Basic_Edu_2nd_Cyc_or_Eq,Basic_Edu_1st_Cyc_or_Eq,Unskilled Workers,"Skilled Workers in Industry, Construction and Craftsmen",108.0,No,No,No,Yes,Male,Yes,37,No,1,7,9,6,11.857142857142858,0,1,6,7,5,12.0,0,13.9,-0.3,0.79,0
Single,2nd_phase_GC,1,Animation_Multimed_Des,daytime,2nd_Edu,114.0,Portuguese,Basic_Edu_3rd_Cyc_or_Eq,Basic_Edu_2nd_Cyc_or_Eq,Unskilled Workers,"Skilled Workers in Industry, Construction and Craftsmen",129.1,No,No,No,Yes,Male,Yes,23,No,0,0,0,0,0.0,0,0,0,0,0,0.0,0,9.4,-0.8,-3.12,0
Single,change_of_Crs,1,Communic_Des,daytime,2nd_Edu,114.0,Portuguese,Basic_Edu_3rd_Cyc_or_Eq,Basic_Edu_2nd_Cyc_or_Eq,Unskilled Workers,"Skilled Workers in Industry, Construction and Craftsmen",135.9,No,No,No,Yes,Male,No,26,No,9,14,14,14,14.0,0,7,13,13,13,13.615384615384617,0,15.5,2.8,-4.06,0
Single,ordinance_no_854-B/99,2,Journalism_Communic,daytime,2nd_Edu,154.4,Cape Verdean,Basic_Edu_3rd_Cyc_or_Eq,Basic_Edu_2nd_Cyc_or_Eq,Intermediate Level Technicians and Professions,"Personal Services, Security and Safety Workers and Sellers",154.4,Yes,No,No,No,Female,No,18,Yes,0,6,8,5,12.0,0,0,6,0,0,0.0,0,10.8,1.4,1.74,1
Single,2nd_phase_GC,4,Nursing,daytime,2nd_Edu,136.0,Portuguese,Degree,Degree,Specialists in Intellectual and Scientific Activities,Specialists in Intellectual and Scientific Activities,132.5,Yes,No,No,Yes,Female,No,19,No,0,7,8,7,13.198571428571428,0,0,8,8,8,13.0625,0,11.1,0.6,2.02,0
Single,ordinance_no_854-B/99,2,Veterinary_Nursing,daytime,2nd_Edu,163.3,Cape Verdean,Basic_Edu_3rd_Cyc_or_Eq,2nd_Edu_12th_yr_of_Sch_or_Eq,Administrative staff,Unskilled Workers,163.3,No,No,No,Yes,Female,No,18,Yes,0,6,10,6,13.5,0,0,6,12,6,12.0,0,12.4,0.5,1.79,0
Single,1st_Ph_GC,1,Adver_Mktg_Mgmt,daytime,2nd_Edu,126.0,Portuguese,2nd_Edu_12th_yr_of_Sch_or_Eq,Degree,Administrative staff,Intermediate Level Technicians and Professions,122.5,Yes,No,No,Yes,Female,No,19,No,0,6,6,6,13.333333333333334,0,0,6,8,5,12.8,0,8.9,1.4,3.51,1
Single,2nd_phase_GC,1,Communic_Des,daytime,2nd_Edu,137.0,Portuguese,2nd_Edu_12th_yr_of_Sch_or_Eq,2nd_Edu_12th_yr_of_Sch_or_Eq,"Representatives of the Legislative Power and Executive Bodies, Directors, Directors and Executive Managers","Personal Services, Security and Safety Workers and Sellers",131.8,No,No,No,Yes,Female,Yes,22,No,0,6,7,6,12.166666666666666,0,0,6,9,4,12.0,0,9.4,-0.8,-3.12,0
Single,1st_Ph_GC,3,Nursing,daytime,2nd_Edu,139.0,Portuguese,Basic_Edu_3rd_Cyc_or_Eq,2nd_Edu_12th_yr_of_Sch_or_Eq,Unskilled Workers,"Personal Services, Security and Safety Workers and Sellers",135.0,Yes,No,No,Yes,Female,Yes,18,No,0,8,8,7,12.214285714285714,0,0,8,8,7,12.214285714285714,0,12.7,3.7,-1.7,0
Single,2nd_phase_GC,1,Tourism,daytime,2nd_Edu,142.0,Portuguese,Basic_Edu_3rd_Cyc_or_Eq,Techno_Spc_Crs,"Personal Services, Security and Safety Workers and Sellers",Administrative staff,141.7,No,No,No,Yes,Female,Yes,18,No,0,6,8,6,12.666666666666666,0,0,6,6,6,13.0,0,13.9,-0.3,0.79,0
Single,1st_Ph_GC,3,Journalism_Communic,daytime,2nd_Edu,133.1,Portuguese,Basic_Edu_2nd_Cyc_or_Eq,Basic_Edu_2nd_Cyc_or_Eq,"Personal Services, Security and Safety Workers and Sellers","Personal Services, Security and Safety Workers and Sellers",131.3,Yes,No,No,Yes,Female,Yes,18,No,0,6,7,6,12.285714285714286,0,0,6,6,6,13.5,0,8.9,1.4,3.51,0
Single,1st_Ph_GC,6,Tourism,daytime,2nd_Edu,126.0,Portuguese,Basic_Edu_2nd_Cyc_or_Eq,Basic_Edu_1st_Cyc_or_Eq,"Personal Services, Security and Safety Workers and Sellers","Skilled Workers in Industry, Construction and Craftsmen",123.9,Yes,No,No,Yes,Female,Yes,18,No,0,6,7,6,13.0,0,0,6,6,6,13.0,0,12.4,0.5,1.79,0
Single,1st_Ph_GC,2,Tourism,daytime,2nd_Edu,131.0,Portuguese,Masters,Degree,"Skilled Workers in Industry, Construction and Craftsmen",Administrative staff,126.1,Yes,No,No,Yes,Female,No,18,No,0,6,8,6,12.142857142857142,0,0,6,6,6,11.166666666666666,0,8.9,1.4,3.51,0
Single,2nd_phase_GC,6,Nursing,daytime,2nd_Edu,131.0,Portuguese,2nd_Edu_12th_yr_of_Sch_or_Eq,Basic_Edu_3rd_cyc_or_Eq,"Skilled Workers in Industry, Construction and Craftsmen","Skilled Workers in Industry, Construction and Craftsmen",126.5,Yes,No,No,Yes,Female,Yes,19,No,0,7,8,7,13.875714285714285,0,0,8,9,7,13.085714285714284,0,11.1,0.6,2.02,0
Single,2nd_phase_GC,1,Basic_Edu,daytime,2nd_Edu,108.0,Portuguese,Basic_Edu_3rd_Cyc_or_Eq,2nd_Edu_12th_yr_of_Sch_or_Eq,"Personal Services, Security and Safety Workers and Sellers","Personal Services, Security and Safety Workers and Sellers",107.3,No,No,No,Yes,Female,No,20,No,0,6,0,0,0.0,0,0,6,0,0,0.0,0,15.5,2.8,-4.06,1
Single,2nd_phase_GC,4,Social_Serv,daytime,2nd_Edu,133.1,Portuguese,2nd_Edu_12th_yr_of_Sch_or_Eq,Basic_Edu_3rd_cyc_or_Eq,Unskilled Workers,"Personal Services, Security and Safety Workers and Sellers",95.0,Yes,No,No,Yes,Female,Yes,19,No,0,6,12,6,11.666666666666666,0,0,6,7,0,0.0,0,15.5,2.8,-4.06,1
Single,1st_Ph_GC,2,Veterinary_Nursing,daytime,2nd_Edu,122.0,Portuguese,Degree,2nd_Edu_12th_yr_of_Sch_or_Eq,Administrative staff,"Skilled Workers in Industry, Construction and Craftsmen",116.1,Yes,No,No,Yes,Female,No,18,No,0,6,13,6,13.153846153846152,0,0,6,12,3,11.0,0,15.5,2.8,-4.06,0
Single,1st_Ph_GC,4,Communic_Des,daytime,2nd_Edu,143.0,Portuguese,2nd_Edu_12th_yr_of_Sch_or_Eq,2nd_Edu_12th_yr_of_Sch_or_Eq,Unskilled Workers,"Skilled Workers in Industry, Construction and Craftsmen",134.6,Yes,No,No,Yes,Female,Yes,18,No,0,6,6,6,14.5,0,0,6,6,6,12.833333333333334,0,12.4,0.5,1.79,1
Single,2nd_phase_GC,6,Nursing,daytime,2nd_Edu,135.0,Portuguese,Basic_Edu_3rd_Cyc_or_Eq,Basic_Edu_3rd_cyc_or_Eq,"Skilled Workers in Industry, Construction and Craftsmen","Skilled Workers in Industry, Construction and Craftsmen",128.0,Yes,No,No,Yes,Female,Yes,18,No,0,7,7,7,14.44142857142857,0,0,8,8,8,13.65625,0,11.1,0.6,2.02,0
Single,2nd_phase_GC,2,Journalism_Communic,daytime,2nd_Edu,148.0,Portuguese,Degree,Basic_Edu_2nd_Cyc_or_Eq,Specialists in Intellectual and Scientific Activities,"Farmers and Skilled Workers in Agriculture, Fisheries and Forestry",144.2,Yes,No,No,Yes,Female,No,18,No,0,6,6,6,15.166666666666666,0,0,6,7,6,14.285714285714286,0,12.4,0.5,1.79,0
Single,2nd_phase_GC,1,Mgmt,daytime,2nd_Edu,134.0,Portuguese,Basic_Edu_3rd_Cyc_or_Eq,Basic_Edu_2nd_Cyc_or_Eq,Administrative staff,Installation and Machine Operators and Assembly Workers,129.5,No,No,No,Yes,Female,Yes,18,No,0,5,5,5,11.6,0,0,5,12,4,12.625,0,10.8,1.4,1.74,0
Single,2nd_phase_GC,1,Journalism_Communic,daytime,2nd_Edu,122.0,Portuguese,2nd_Edu_12th_yr_of_Sch_or_Eq,2nd_Edu_12th_yr_of_Sch_or_Eq,Administrative staff,"Skilled Workers in Industry, Construction and Craftsmen",116.8,Yes,No,Yes,Yes,Female,No,18,No,0,6,6,6,11.666666666666666,0,0,6,6,6,12.333333333333334,0,16.2,0.3,-0.92,0
Single,tech_Spc_diploma,1,Agronomy,daytime,Techno_Spc_Crs,160.0,Portuguese,Basic_Edu_1st_Cyc_or_Eq,Basic_Edu_2nd_Cyc_or_Eq,Unskilled Workers,"Farmers and Skilled Workers in Agriculture, Fisheries and Forestry",160.0,No,No,No,Yes,Female,Yes,20,No,0,6,8,6,12.625,0,0,6,10,6,13.2,0,16.2,0.3,-0.92,0
Single,1st_Ph_SC_Madeira_Island,2,Social_Serv,daytime,2nd_Edu,126.0,Portuguese,Basic_Edu_2nd_Cyc_or_Eq,Basic_Edu_1st_Cyc_or_Eq,Intermediate Level Technicians and Professions,"Personal Services, Security and Safety Workers and Sellers",127.1,Yes,No,No,Yes,Female,Yes,19,No,0,6,14,3,12.666666666666666,0,0,6,7,6,11.0,0,9.4,-0.8,-3.12,0
Single,1st_Ph_GC,1,Social_Serv,daytime,2nd_Edu,115.0,Portuguese,Basic_Edu_2nd_Cyc_or_Eq,Basic_Edu_2nd_Cyc_or_Eq,Installation and Machine Operators and Assembly Workers,"Skilled Workers in Industry, Construction and Craftsmen",112.9,Yes,No,No,Yes,Female,Yes,19,No,0,6,7,6,11.857142857142858,0,0,6,8,6,13.142857142857142,0,12.4,0.5,1.79,0
Single,1st_Ph_GC,1,Adver_Mktg_Mgmt,daytime,2nd_Edu,130.0,Portuguese,Basic_Edu_3rd_Cyc_or_Eq,Basic_Edu_3rd_cyc_or_Eq,"Skilled Workers in Industry, Construction and Craftsmen","Skilled Workers in Industry, Construction and Craftsmen",121.6,No,No,No,Yes,Female,No,19,No,0,6,7,6,14.714285714285714,0,0,6,6,6,15.833333333333334,0,12.4,0.5,1.79,0
Single,Intl_student_bachelor,1,Adver_Mktg_Mgmt,daytime,2nd_Edu,130.0,Santomean,Pro_higher_technic_Crs,2nd_Edu_12th_yr_of_Sch_or_Eq,Specialists in Intellectual and Scientific Activities,"Skilled Workers in Industry, Construction and Craftsmen",130.0,No,Yes,Yes,Yes,Female,No,20,Yes,0,6,6,6,13.5,0,0,6,9,5,13.0,0,8.9,1.4,3.51,0
Single,3rd_Ph_GC,1,Equinculture,daytime,2nd_Edu,135.0,Portuguese,Basic_Edu_2nd_Cyc_or_Eq,Basic_Edu_3rd_cyc_or_Eq,Unskilled Workers,"Personal Services, Security and Safety Workers and Sellers",121.7,Yes,No,No,Yes,Female,Yes,18,No,0,5,7,4,11.5,0,0,5,5,5,12.4,0,10.8,1.4,1.74,0
Single,holders_of_other_higher_Crs,1,Mgmt,daytime,degree,120.0,Portuguese,2nd_Edu_12th_yr_of_Sch_or_Eq,Techno_Spc_Crs,Administrative staff,"Skilled Workers in Industry, Construction and Craftsmen",120.0,No,No,No,Yes,Female,No,33,No,2,5,9,2,14.0,0,0,5,5,0,0.0,0,12.4,0.5,1.79,1
Single,1st_Ph_GC,1,Basic_Edu,daytime,2nd_Edu,148.0,Portuguese,Basic_Edu_3rd_Cyc_or_Eq,Basic_Edu_3rd_cyc_or_Eq,Administrative staff,"Personal Services, Security and Safety Workers and Sellers",143.5,No,No,No,Yes,Female,Yes,19,No,0,7,8,6,12.833333333333334,0,0,6,6,0,0.0,0,13.9,-0.3,0.79,1
Single,2nd_phase_GC,2,Oral_Hygiene,daytime,2nd_Edu,136.0,Portuguese,2nd_Edu_12th_yr_of_Sch_or_Eq,2nd_Edu_12th_yr_of_Sch_or_Eq,Unskilled Workers,Unskilled Workers,128.3,No,No,No,Yes,Female,Yes,18,No,0,7,7,7,13.428571428571429,0,0,8,8,8,14.75,0,15.5,2.8,-4.06,0
Single,2nd_phase_GC,1,Communic_Des,daytime,2nd_Edu,108.0,Portuguese,Basic_Edu_3rd_Cyc_or_Eq,2nd_Edu_12th_yr_of_Sch_or_Eq,Administrative staff,Intermediate Level Technicians and Professions,111.9,No,No,No,Yes,Female,No,19,No,0,6,0,0,0.0,0,0,6,0,0,0.0,0,8.9,1.4,3.51,1
Single,1st_Ph_GC,3,Journalism_Communic,daytime,2nd_Edu,153.0,Portuguese,Degree,2nd_Edu_12th_yr_of_Sch_or_Eq,Specialists in Intellectual and Scientific Activities,Installation and Machine Operators and Assembly Workers,137.6,Yes,No,No,Yes,Female,No,18,No,0,6,6,6,16.0,0,0,6,7,6,14.333333333333334,0,12.4,0.5,1.79,0
Single,1st_Ph_GC,1,Social_Serv,daytime,2nd_Edu,135.0,Portuguese,Basic_Edu_3rd_Cyc_or_Eq,Basic_Edu_3rd_cyc_or_Eq,Unskilled Workers,"Personal Services, Security and Safety Workers and Sellers",135.0,Yes,No,No,Yes,Female,No,20,No,0,6,6,6,13.833333333333334,0,0,6,6,6,11.833333333333334,0,10.8,1.4,1.74,0
